,id,POI/street
4059,4059,palotot ciledug/
4060,4060,permai kedai_lee sebaung/
4061,4061,gun batu dalam ii pasirkaliki/pasirkaliki cimahi utara
4062,4062,"usaha, baruna. shop,/pintu besar selatan"
4063,4063,kantor sa/satuan polisi militer lanud atang sendjaja
4064,4064,newton kencana jayalas/cholay 33 binexa residence
4065,4065,"sarimin minang,/tumpi permai"
4066,4066,stasiun ivory buaya/residence garden residence permai kompleks kosambi cengkareng
4067,4067,.tambang ayam/ayam rt rw 001 001 desa tambang ayam kec.anyar kab.serang
4068,4068,/
4069,4069,tunj maya/maya karang mekar kel.
4070,4070,"tower greencell bayiku village,/cluster village, karangjati ayudia plaza"
4071,4071,dah 5/5 jatiwaringin rt 4 8 pondok gede
4072,4072,pt.era amalgan indoco kalijogo/aulia cijerah parfum podomoro
4073,4073,dewata baliart villas/mengeste penebel
4074,4074,panunggangan barat/barat imam bon 21 rt 1 5 15115 tangerang
4075,4075,kulango a/anoa no 37 94565 biau
4076,4076,. wadas/wadas rt 004 006 no 77 kel pegadungan (tukang mie ayam baim depan masjid jami)
4077,4077,bendungan sembur tirto/tirtomartani rt 01 rw 013
4078,4078,ud karno/
4079,4079,wamena kota/kota dip 17 99511 wamena
4080,4080,sedap malam/imaroh an dukun
4081,4081,tukad yeh ho/ho banjar anyar kediri
4082,4082,mitrasana electronic nagoya business center/
4083,4083,panggang rambut iwan/
4084,4084,ciomas c/camilla shop
4085,4085,grudo julukanaya/50 dr. soetomo binexa residence tegalsari
4086,4086,boule de bale 72 ta/tapos
4087,4087,"palotot selat-karang asemka), gung adventure - baliart culture adventure/sibetan bebandem"
4088,4088,warung nasional olla/
4089,4089,mak 25 cinta damai/damai medan helvetia
4090,4090,wika srengseng sawah jaga/jagakarsa
4091,4091,mas iska/iska no 78 blaru pati
4092,4092,pan 12 ci/cipadung wetan panyileukan
4093,4093,haji juhri 2 meruya selatan 4/4 kembangan
4094,4094,/
4095,4095,turindo kel./105371 sudirejo julukanaya medan kuning
4096,4096,pondokgede petir mentari masjid kompleks/11 bojongsari
4097,4097,sebelah khayangan suwardi mandiri/untung barokah
4098,4098,hujan geri/geri bandung kiri lubuk linggau barat satu (i)
4099,4099,sd inpres wee dindi/weelimbu wewewa warung
4100,4100,surya utama jaka mulya/mulya perum pon surya mand bekasi selatan
4101,4101,"kranji, es ngombe asik/poncol polsek r, sumatera"
4102,4102,radin intensive ll/aulia ag13 residence pesona bahana mandiri sebelah
4103,4103,batut batutulis 5 bogor selatan -/- kota
4104,4104,emas 10/10 maharatu marpoyan damai
4105,4105,cv mejoyo/
4106,4106,kaum intimate medina ivory gatel/aulia kav7 8 binexa residence 13930
4107,4107,gedung bulutangkis rizal abadi balikpa/balikpapan timur
4108,4108,jl. nusa indah iii 34-36/34-36 pontianak selatan
4109,4109,"bumiaji perkemahan lembah hijau, babakanranji/kec.dolo setulus"
4110,4110,"maxx salon/bintaro utama, cijerah"
4111,4111,residence pongangan garden mulia residence gunungpati/
4112,4112,pab jaya/jaya raya periuk jaya periuk
4113,4113,kotakaler tekstil & tailor/awie tajima
4114,4114,"sd lapangan 01, kenconorejo/"
4115,4115,kedaung wahid 2 19/19 pamulang
4116,4116,ma'sum tpa) falahiyah/
4117,4117,tideng pale tanah a/abang 120 77152 sesayap
4118,4118,keroncong nn 16 rt 14 2/2 jatiuwung
4119,4119,karanganyar raya kar anyar rt36 rw15 65157/65157 poncokusumo
4120,4120,es kepal milo ningsih residence/binexa kompleks karangroto
4121,4121,pusat oleh/oleh godh ase
4122,4122,"cluster h. azh ruko,/rawabebek kalidoni"
4123,4123,"ngadiluwih rumah: residence/rt: 01,"
4124,4124,dusun cibadak kidul rt 07 rw 11/11 desa burujul kulon
4125,4125,han raya krukut 15/15 kebon jeruk
4126,4126,perum beri per n/ngaliyan
4127,4127,toba tangsi hotel/tanjungdalam priok
4128,4128,gg. del 20 tengah de/delta pawan
4129,4129,"singapore mangun. nunggal/knalpot h, azh"
4130,4130,harapan baruna./kebun baroqah sukarami
4131,4131,siwi underware/
4132,4132,sumber alamindo kiospon/sangatta sel. sangatta sel.
4133,4133,roro 12/aulia 23 absyar elektronik288
4134,4134,kalibuaya raya tel - kosa 90 tal/talagasari
4135,4135,"ac yani,/44-39 blok sareal garden kompleks residence blok sereal"
4136,4136,kamurni pama/pama rt 1 5
4137,4137,bhumi horta/parfum baris julukanaya
4138,4138,nuansa bintaro residence/residence blok b3 jl masjid at-tauhid puspo budoyo
4139,4139,cemp putih timur 23 cemp/cempaka putih timur rt 12 7 cempaka putih
4140,4140,pangkalan gaspom elsa gaspom/muaraenim bungo airport
4141,4141,point jawa/jakarta garuda lifestyle
4142,4142,serui kota irian no 5 ya/yapen selatan
4143,4143,aracelli residence/residence no 35
4144,4144,pademangan 3 303 rt 10 rw 5 pademangan timur/timur kel.
4145,4145,sukajaya pa/pamar 83-123 pamarican
4146,4146,kalijaya haji oemar said cokr 139 17530 ci/cikarang barat
4147,4147,mds.plaza madiun jl./jl.pahlawan no.38-40
4148,4148,hanifa primadona gemilang/
4149,4149,"ud.sa furniture,/masuk sambal ratulangi"
4150,4150,btn cendana/cendana blok b2 no 2
4151,4151,vete 259-281 ciseureuh purwa/purwakarta
4152,4152,goot aulia city sri's house-pvj/
4153,4153,sem ind vii teweh te/tengah
4154,4154,oro oro dowo kel./
4155,4155,malawei selat ya/yapen 98412 sorong
4156,4156,aek kanopan timur lin timur/timur suma 183 21273 kualuh hulu
4157,4157,"tangsi plaza agency/residence lt.2 tangsi garden 14 10, tanjungdalam priok"
4158,4158,karya bakti lubuk linggau timur 2./2. kota lubuk linggau.
4159,4159,rama jaya/jaya bangsalsari
4160,4160,wan mukti pe/pedurungan tengah pedurungan
4161,4161,"palotot sukabumi/aulia 74 satelit ayam, boim harjasari kel. sel. - kuning"
4162,4162,jayalas parfum/jendral sudirman
4163,4163,jl. cond no 42 b bongsari rt 4 3 se/semarang barat
4164,4164,pen a/asri x 41 6 60297
4165,4165,perumahan griya permata unter/aulia 28 klari kel.
4166,4166,safa mutiara/cluster intan palotot no.18
4167,4167,"muhlis sigit wahyuning p, masuk tugu kj adi, sucitra/karangjati asemka),"
4168,4168,lapangan badminton/logo masjid palotot telukjambe warung
4169,4169,pasir randu 10/10 serang baru
4170,4170,"family suryalaya masakan padangbujur/r, e martad ancaran"
4171,4171,jatiasih wibowo muktisari ll/rw3 dukuharum residence permai garden cijerah kompleks jatiasih
4172,4172,medo ayudia gangsar x/
4173,4173,mie ayam bp.kada/bp.kada karangligar
4174,4174,pasir jaya kencana invest mandiri indu/indu raya 3
4175,4175,veteran bulupabbulu/bulupabbulu kel. tempe
4176,4176,masjid jamilla mukmin hikmah/
4177,4177,257 cinere/
4178,4178,nasional uduk makmur ikatwi wibawa muktisari residence/
4179,4179,rt 2 2/no 102 mustikasari rt 2 2 mustika jaya
4180,4180,aulia 55 tk aisyiyah kompleks bustanul athfal/
4181,4181,terban c./c. sim 197
4182,4182,bengkel andrebina/kualanamu betara
4183,4183,sukaratu rudi hartono/palotot lewobele aulia 191
4184,4184,titin salon jl wirasari 2 no.9 rt.04 rw.04/rw.04 kel.sutawinangun kec.kedawung
4185,4185,/
4186,4186,/
4187,4187,rt 4/pinang seko duta vi no 1 rt 4 rw 14 kebayoran lama
4188,4188,gabungan kantor dinas kuning tarakan/
4189,4189,surya toserba/toserba karanggetas no. 23 ruko konter plaza cell
4190,4190,rancamanyar kel./
4191,4191,aulia 21 residence/
4192,4192,raden wij 11/11 giri giri
4193,4193,/
4194,4194,jembatan aarcpulau panjang/toko-ho batuah quasar sukabi dr.junov
4195,4195,"bakso danone mie, ayam, warkop pakcik sakri/"
4196,4196,ban no 8 gembor rt 7 6/6 periuk
4197,4197,/
4198,4198,8 16913 cibi/18 16913 cibinong
4199,4199,taroada turikale/
4200,4200,sentralindo prima. warung/pulorejo gebang kel.
4201,4201,lor pon kito simpang iii sipin/sipin kota baru
4202,4202,derwati raya sa/sapan 7 gedebage
4203,4203,"tamansari wonosobo/talang mandingin garden 01, 10, aulia 27 laundry tigadis putri,"
4204,4204,ponpes jayalas baruna. pendidikan/
4205,4205,mawar 10 babakan ci/ciparay
4206,4206,kantor cabang bankalan megawati danone atmega kcp jepara/
4207,4207,sambongbangi primi/
4208,4208,tower casablanca mansion/kav.9 lantai 11 no.06
4209,4209,sahabat ampana/ampana kuning
4210,4210,dato tongowai permai/26f binexa 11 kramatjaya jatirejo kel.
4211,4211,sd negeri 1/1 garut wonosobo
4212,4212,perumahan muti v/vant 55 52193
4213,4213,griya jayalas kramat bendahara ll/aulia city 16418 sukmajaya
4214,4214,cend ii.b sungai miai/miai banjarmasin utara
4215,4215,angg iii 2 ciwedus ci/cilegon
4216,4216,jateng plaza/aulia 66 elshaday
4217,4217,/
4218,4218,"zein elektronik, poncol jamin ginting/kompleks medan johor"
4219,4219,padang ll/muteran 17 42 pademangan warung garden permai binexa mulia pademangan
4220,4220,sungai rambai lipat pangk koto kam/kampar kiri
4221,4221,wij kus 1 no k2 18/18 banta-bantaeng kel.
4222,4222,rs firdaus/pelangi siak j5 14 komplek beauty cukai
4223,4223,optik aini jl.lawu barat no.43 (utara alun alun/alun karanganyar)
4224,4224,kiospon yaminah/
4225,4225,jatimurni raya 134 rt 1 4 17431/17431 pondok melati
4226,4226,kamp cadas no 15/15 karet 1 sepatan
4227,4227,00 mustika jaya rt 4/mustika jaya rt 4 rw 31 mustika jaya
4228,4228,"perkasa julukanaya/66 garden residence binexa residence pondokgede baharudin karangjati tengah,"
4229,4229,"tb, jayalas lestari,/bojong kontak aulia 12"
4230,4230,"p, siantan/aulia 30 20551"
4231,4231,5 rw/ii 55 rw 3
4232,4232,kambo peru iii no 19 ya/yabansai heram
4233,4233,purwadana resi/resi no 9 rt 7 rw 9 41361
4234,4234,"blackberry care,/"
4235,4235,griya citratama persada/
4236,4236,toko-ho umiato diptya/
4237,4237,pasar tim 131 kapuk rt 10 16 ceng/cengkareng
4238,4238,gempolsari dir vi 26/26 bandung kulon
4239,4239,gg. abdi no 10a legian/legian kuta
4240,4240,"gangsar sokaraja/karanganyar, subang"
4241,4241,cluster adipura palotot/perumahan adipura villas no.278 permai warung adipura
4242,4242,toko-ho rezky gambirono asiyah/
4243,4243,"roemah batik solo, maremi/"
4244,4244,permata raya/raya jatikramat jatiasih
4245,4245,putu devi anjani/anjani penglatan
4246,4246,entalsewu pulo sel 60a 61252 bu/buduran
4247,4247,"batan sel./permai semarang tengah,"
4248,4248,ade irma sury no 63-62/63-62 sungai pinang dalam sungai pinang
4249,4249,"sadede tenkei iii,/aulia hotel coblong"
4250,4250,"liontin air,/"
4251,4251,aulia 88a jurang manggu warung pondokgede aren/
4252,4252,toko-ho jilbab kharisma/
4253,4253,jawa kiri batur lubuk/lubuk linggau timur dua (ii)
4254,4254,jatibening baru padang golf/golf raya no 19 rt 4 1 pondok gede
4255,4255,kajen dip/dip 673 kajen
4256,4256,rt 2/raden patah iv 23 rt 2 rw 8 15138 cibodas
4257,4257,cibubur residence/residence blok c5 no 2 dpn rs permata cibubur jatisampurna
4258,4258,raya gro/grogol 11 grogol
4259,4259,rawa bin 45 rt 1 3 ci/cipayung
4260,4260,kedung bungkus mawar/mawar tarub
4261,4261,mod salon bagan timur/timur bangko
4262,4262,puskemas perum./125 ipin
4263,4263,ataqwa barber/ramadhan setiajaya
4264,4264,pusaka julukanaya/gandul cinere
4265,4265,prof. dr. hamka/kedopok kel.
4266,4266,padat kar ra curug ku/kulon curug
4267,4267,penitipan motorindo/panglima sudirman deket kulon
4268,4268,citratama landono lifestyle of blessings/
4269,4269,let nidin/nidin kayumas arjasa
4270,4270,tanah baru/baru kamp utan jaya 38-51 beji
4271,4271,metrodata busana/
4272,4272,s. s/saru
4273,4273,kolo atmo/atmo no 1136 17 ilir
4274,4274,kantor petinggi kampung pentol/aarcpulau servis
4275,4275,geger kalbar tenkei julukanaya/74a 173b ud egko kosasih gegerkalong
4276,4276,blok tinggi let. supriadi/garden residence residence johar baruna.
4277,4277,panggang tubagus angke aulia 45 trima santosa mulia/binexa cijerah wijaya kesuma
4278,4278,nasional 11/cipanas cipanas
4279,4279,iboh tanjong lin timur/timur suma 23951 seulimeum
4280,4280,pademangan plaza hendrik mulia/19 garden terminal 11 pademangan
4281,4281,melati x/rw3 enceng 70 blok tinggi garden residence binexa permai kantin
4282,4282,rumah makan afat/
4283,4283,muteran warunge hills/aulia permai cawang garden kompleks permai kramatjaya jatirejo
4284,4284,"cluster kemuliaan d,/"
4285,4285,kali baru barat no 7 baru city/city bekasi barat
4286,4286,bonc cellular/
4287,4287,kyai haji sokh kidang/kidang serang
4288,4288,prad 01 pabuaran/pabuaran villa pabu indah 24 rt 14 bojonggede
4289,4289,kid pa/panan
4290,4290,pulau-pulau arudha/
4291,4291,haji nai/nai kebayoran lama
4292,4292,kebon kopi/kebon kopi rt 002 rw 010 kelurahan puspanegara
4293,4293,rajo permata cimahi/ma'sum zamrud assakinah
4294,4294,khairat anwar/
4295,4295,134633 garden cijerah residence kompleks kepanjen kebonsari jeruksari/
4296,4296,beluk 90 me/mekarjaya sumedang utara
4297,4297,danau mahl 17 12 15560/15560 pasar kemis
4298,4298,padasuka kel. cimeunyan/
4299,4299,panji tilar neg 2 se/sekarbela
4300,4300,muhajirin 6 satriajaya tam/tambun utara
4301,4301,gg. 1a no 4 jawa sa/samarinda ulu
4302,4302,gunungkeling desa gunu 174 cigu/cigugur
4303,4303,griya mijen/mijen permai h 17 (barang urjen)
4304,4304,griya melati mas (gmm)/(gmm) blok g1 no2 rt 03 rw 08
4305,4305,pam lama bendungan hilir tanah a/abang
4306,4306,macan 47 mizan mediatama utama. sebelah/
4307,4307,batundiri. ud saudara/medan helvetia
4308,4308,mas raya wajo baru/baru kel.
4309,4309,toko ika dah/dah rajabasa jaya
4310,4310,perum polisi nusa indah/indah angg ratu agung
4311,4311,gajah mada dalam 2 kampung olo nang/nanggalo
4312,4312,jatisari prima xi 1 17426 ja/jatiasih
4313,4313,bge bangka globalindo electronic/sukamulya permai bd residence sarua unter
4314,4314,"sekolah dasar, adventures makassar/stasiun saleh, daeng tompobulu"
4315,4315,petukangan utara ta/taman alfa indah 22 rt 6 rw 7 12260 pesanggrahan
4316,4316,gg. camar/camar pengajaran telukbetung utara
4317,4317,tanimulya komplek permata/permata cimahi topaz 26 40552 ngamprah
4318,4318,toko-ho kursus jayalas/kerso kedunggaleh
4319,4319,jatimulya mh. embo 94 tam/tambun selatan
4320,4320,tamansari buahbatu mekarsari/puskesmas cipicung garden 14 binexa 06 stasiun mekarsari (hubungi wa)
4321,4321,jl. tebet/tebet raya 44 d - east tebet rt 4 4 tebet
4322,4322,"aulia 29, columbia cash danone creati kuningan/"
4323,4323,jalan perumahan permata gurun laweh/laweh blok e4 rt 01 rw 03
4324,4324,stad m/mario mariso
4325,4325,rt 1/kerja bakti no 18 rt 1 rw 2 makasar
4326,4326,palotot siku/
4327,4327,wol mon karang waru te/tegalrejo
4328,4328,/
4329,4329,aulia 46 regol/
4330,4330,"rm akmal,/awangpone long"
4331,4331,"cluster panjang kebonsari jeruksari gg.h.jamhuri rt09 rw011 aulia 100, kebonjeruk/jakarta, plaza"
4332,4332,perumahan golden land/land blok c no 50
4333,4333,cakung timur/timur komp pt. d. m 121 rt 11 12 13910 cakung
4334,4334,elsa tangsi abadi. cv prapto unter warung/
4335,4335,darurat no.22/sumur bor pasar darurat no.22 rt.005 f
4336,4336,kamp kal no 3 ranca/rancamulya pameungpeuk
4337,4337,baba xiv 19 gundih 6/6 bubutan
4338,4338,stasiun muchtar palotot/muteran sdn
4339,4339,tukad barito/
4340,4340,"wongkito solo, motorindo/palotot hanifa pondokgede melati"
4341,4341,gub kerta ix/ix raya 1 airlangga rt 8 5 gubeng
4342,4342,stm mand 25 depok/depok pancoran mas
4343,4343,yayasansabatu budhid/daan mogot
4344,4344,jl. merto sel no 04 merjo/merjosari
4345,4345,nandya mulia/cengkareng plaza kel. cengkareng
4346,4346,bekasi jayalas kel. bekasi warung/
4347,4347,garutama vl/muteran center point julukanaya medan amplas
4348,4348,benteng hills julukanaya/kel. pabean cantikan
4349,4349,.h.j 20/20 jaticempaka rt 3 4 pondok gede
4350,4350,3 rw 5 11/f4 no 23 rw 5 11640
4351,4351,"handoko putro sh,/aulia e mulia tanjungdalam pinangsori warung"
4352,4352,angg 6 no 13/13 jatisampurna jati sampurna
4353,4353,perum bumi gemilang/gemilang blok b.9 rt3 xivbanjarnegoro
4354,4354,laut arudha/71 sakita capital ranotana
4355,4355,4 58/pang puger 24 58152 grobogan
4356,4356,jl. inpres/inpres raya rt013 002 no.142 patokan depan ada gang rptra manunggal
4357,4357,tambal bangka/palotot leles
4358,4358,"lippo mall, kemanggisan/north cipete"
4359,4359,"45 putri, kebaya/"
4360,4360,pejagalan permata 15 16 rt 13 7/7 penjaringan
4361,4361,trisakti panum/
4362,4362,margajaya batu hul 8 rt 3 1 bogor barat -/- kota
4363,4363,jl.beo komplek asia afrika baru/jl.beo komplek asia
4364,4364,aren jaya/jaya pulau sawu 3 no 422 rt 5 rw 10 bekasi timur
4365,4365,1 1/venus i 21 17530
4366,4366,bukit dago/dago sela 14 dago
4367,4367,pal no 10/10 cibodas
4368,4368,moha kafi ii 9 penga perceraian rw 3 srengseng sawah jaga/jagakarsa
4369,4369,"sungaipenuh miai adhy/23 banjarmasin, podomoro"
4370,4370,jln. jabal mina 1. ruko angkringan ingat jogja klapa dua tangerang/tangerang banten
4371,4371,bima sak d/dangdeur
4372,4372,warung singapore makmur ndangdung/
4373,4373,ba bekasi/kel. flamboyan cakung
4374,4374,kanwil kemenkumham bangka belitung/jembatan aarcpulau bangka
4375,4375,muntuk mbah soma d/dlingo
4376,4376,bendega imitasi homestay pucuk/
4377,4377,sungai j/jawi gg. nur v no 1 78116
4378,4378,kedon 82 jaga/jagakarsa rt 8 5 jagakarsa
4379,4379,ud kimbab goan/gangsar hendrik mulia
4380,4380,toko-ho rahmatullah santi/kebond ac badung ketanggungan
4381,4381,bal m/mulu wuluhan
4382,4382,cluster pronto/aulia cholay 24 jackytex angkringan
4383,4383,tanjung gedung/tomang grogol petamburan
4384,4384,bojonggede flamboyan rt.001 003 no.79 belakang stasiun bojonggede flamboyan/patokan gangsar kecil)
4385,4385,"berbas tengah, samping, toko-ho wardah-ho/muteran zamrud permai bontang sel."
4386,4386,tk pandansari/
4387,4387,jl tam gring 2 5-10 rw 2 pabean cant/cantikan
4388,4388,stasiun kandangan kantor sintel) no.01 banjarsari sugihan/tandes - purwodadi
4389,4389,karung taruna indonesia stasiun wangunjaya/
4390,4390,bengle perum citra kebun mas 22 41371 maja/majalaya
4391,4391,toko-ho ibu ananda/pantai sarimin
4392,4392,kelapa gading barat peri/peri kem no 75 5 kelapa gading
4393,4393,alamat : dusun pawang tenun rt 02 ds a/dusun pawang tenun rt 02 ds akar-akar. kecamatan bayan. kab lombok utara propinsi
4394,4394,hardianti jayalas drumband/palotot solusi
4395,4395,jembatan raden gunawan residence/perumahan griya kencana lebak cholay no.17 pramuka rajabasa
4396,4396,semper barat rt 10/semper barat rt 10 6
4397,4397,raya serp 10 rt 2 4/4 setu
4398,4398,gunung tangkahan perum. julukanaya/47 harjamukti
4399,4399,toko subakir/subakir kartini
4400,4400,koperasi karyawan mingga & gaspom angkasa/ponsel kelapa palotot duren sawitindo
4401,4401,gg. h./h. kari sukapura cilincing
4402,4402,ramb taba jemekeh lubuk/lubuk linggau timur satu (i)
4403,4403,ciny 170 burangkeng/burangkeng setu
4404,4404,sitirejo iii/iii indra service sela no 385 medan amplas
4405,4405,cempaka putih/putih barat cemp putih barat 25 rt 14 7 10520 cempaka putih
4406,4406,"tk danone sd griya pertiwi/erow iii,"
4407,4407,rm.sri hs. jayalas dinin/mulia kel. kel.
4408,4408,depot-ku computer/palotot margorejo unter
4409,4409,panggang rambut harmony/encep kartaw
4410,4410,toko-ho kurniawana ilahi/
4411,4411,"pt.era klk. agrisav griya utama,/lt.2 tangsi"
4412,4412,sma neg 2 memp h/hulu mempawah hulu
4413,4413,randuagung raya beng solo no 42 61121 kebo/kebomas
4414,4414,mas rawa bac/bac no 89 al fitrah
4415,4415,bakmi jowo pakcik aulia/sanggang bulungan
4416,4416,"candiloka garden/mulia candiloka 10, candisari"
4417,4417,tarakan paneh/residence korong gedang kuranji
4418,4418,tenya tenkei/tinggarjaya h. thamrin
4419,4419,jl dem/dem raya 5000 demang lebar daun rt 43 ilir barat i
4420,4420,"ayam, kresna/stasiun kurdi"
